,id_venta,id_producto,cantidad,fecha,id_cliente
47231,V003309,P0329,7,2020-09-30,C0238
47232,V003983,P0503,9,2023-05-13,C0277
47233,V000253,P0499,10,2020-07-26,C0079
47234,V004982,P0011,2,2023-09-26,C0047
47235,V000522,P0326,10,2022-05-01,C0243
47236,V007336,P0036,5,2020-07-15,C0134
47237,V000133,P0251,8,2023-01-04,C0106
47238,V001508,P0430,10,2022-07-08,C0247
47239,V006510,P0347,1,2022-04-05,C0198
47240,V005298,P0198,1,2023-10-16,C0276
47241,V004199,P0022,1,2020-07-14,C0271
47242,V003932,P0268,5,2023-03-19,C0051
47243,V007674,P0262,3,2021-02-20,C0243
47244,V002088,P0157,8,2023-10-21,C0173
47245,V000293,P0282,4,2023-03-27,C0271
47246,V004384,P0532,4,2023-10-14,C0009
47247,V006730,P0324,8,2020-02-03,C0054
47248,V002878,P0248,6,2023-08-18,C0174
47249,V000025,P0159,4,2023-09-02,C0075
47250,V005662,P0376,7,2023-04-02,C0264
47251,V003629,P0273,3,2022-11-15,C0245
47252,V002415,P0362,9,2022-08-01,C0169
47253,V007257,P0450,8,2020-11-28,C0297
47254,V001744,P0211,5,2022-01-10,C0246
47255,V007902,P0111,6,2020-12-18,C0038
47256,V001831,P0196,5,2024-04-05,C0071
47257,V004723,P0436,2,2023-10-13,C0255
47258,V000339,P0588,9,2021-06-29,C0030
47259,V000789,P0340,2,2021-09-01,C0075
47260,V003821,P0435,5,2022-05-26,C0183
47261,V002422,P0428,2,2020-04-28,C0155
47262,V001866,P0096,1,2022-03-12,C0270
47263,V003940,P0348,3,2020-02-07,C0210
47264,V002386,P0051,5,2021-10-15,C0046
47265,V002672,P0059,1,2020-10-08,C0190
47266,V002960,P0538,7,2022-09-18,C0269
47267,V006886,P0522,6,2021-02-01,C0190
47268,V002026,P0337,8,2023-10-01,C0050
47269,V000277,P0178,6,2023-11-13,C0015
47270,V007995,P0072,9,2020-04-27,C0164
47271,V005012,P0008,4,2020-06-29,C0101
47272,V004321,P0246,9,2023-08-10,C0264
47273,V004902,P0166,5,2024-03-24,C0051
47274,V004445,P0057,2,2021-03-21,C0173
47275,V000295,P0352,1,2023-04-10,C0240
47276,V000469,P0577,8,2023-11-02,C0216
47277,V002827,P0505,4,2022-05-25,C0113
47278,V005733,P0089,5,2021-03-17,C0079
47279,V001383,P0412,5,2022-06-10,C0028
47280,V006910,P0400,6,2022-03-20,C0265
47281,V001463,P0088,1,2020-11-09,C0243
47282,V007778,P0415,3,2023-06-05,C0076
47283,V002466,P0338,10,2023-10-06,C0131
47284,V003563,P0436,10,2021-06-14,C0120
47285,V001416,P0376,7,2023-02-24,C0174
47286,V001629,P0269,10,2022-03-24,C0113
47287,V003447,P0349,10,2020-07-19,C0003
47288,V005218,P0020,5,2023-05-11,C0137
47289,V004829,P0480,9,2023-10-06,C0119
47290,V002007,P0131,7,2021-03-06,C0174
47291,V007312,P0342,10,2020-10-18,C0282
47292,V001649,P0508,7,2021-10-22,C0181
47293,V006406,P0281,6,2022-10-04,C0074
47294,V002878,P0329,5,2023-08-18,C0174
47295,V002051,P0200,7,2022-12-07,C0297
47296,V001068,P0127,4,2021-02-15,C0174
47297,V001014,P0236,2,2020-09-15,C0026
47298,V003181,P0337,6,2022-09-12,C0004
47299,V007942,P0556,3,2024-07-01,C0160
47300,V006068,P0411,6,2024-01-21,C0123
47301,V006560,P0190,6,2023-06-09,C0224
47302,V007894,P0339,9,2023-05-31,C0047
47303,V004091,P0442,10,2021-05-10,C0148
47304,V004472,P0181,5,2023-01-23,C0005
47305,V000570,P0578,2,2020-09-28,C0217
47306,V000214,P0147,2,2021-02-03,C0001
47307,V004551,P0438,9,2023-09-10,C0112
47308,V001743,P0452,7,2020-02-11,C0030
47309,V001879,P0547,4,2021-11-07,C0156
47310,V005301,P0151,4,2023-03-31,C0101
47311,V005804,P0269,5,2023-07-26,C0212
47312,V002053,P0254,4,2022-12-14,C0221
47313,V001671,P0311,7,2021-06-07,C0009
47314,V004358,P0578,9,2021-08-18,C0161
47315,V000175,P0318,10,2023-06-27,C0027
47316,V005558,P0269,10,2020-05-03,C0168
47317,V002481,P0201,2,2021-06-24,C0247
47318,V000321,P0301,2,2022-10-27,C0152
47319,V000760,P0138,8,2023-07-10,C0281
47320,V000329,P0358,5,2020-12-04,C0139
47321,V006644,P0360,9,2022-06-14,C0082
47322,V003792,P0228,4,2020-02-09,C0204
47323,V006227,P0091,7,2020-06-28,C0132
47324,V004295,P0491,10,2023-12-13,C0139
47325,V003418,P0367,5,2024-04-04,C0015
47326,V003050,P0572,6,2021-04-06,C0211
47327,V005834,P0019,6,2020-02-16,C0221
47328,V001963,P0326,10,2021-09-02,C0279
47329,V003443,P0487,4,2021-10-21,C0089
47330,V002914,P0062,9,2022-10-23,C0251
47331,V006117,P0249,10,2020-06-26,C0261
47332,V003452,P0349,10,2023-09-20,C0184
47333,V007051,P0238,6,2021-02-24,C0162
47334,V004639,P0142,8,2023-06-30,C0089
47335,V003113,P0183,5,2022-02-19,C0069
47336,V007823,P0510,8,2022-06-29,C0250
47337,V001677,P0316,7,2021-07-01,C0206
47338,V006006,P0213,2,2023-02-23,C0028
47339,V005438,P0172,3,2022-04-19,C0127
47340,V002236,P0391,2,2023-07-22,C0217
47341,V007006,P0580,2,2022-07-10,C0007
47342,V006642,P0396,6,2021-02-26,C0246
47343,V007005,P0437,5,2021-11-08,C0223
47344,V000077,P0210,6,2021-10-20,C0120
47345,V005903,P0448,6,2022-03-06,C0220
47346,V006292,P0174,6,2022-08-15,C0124
47347,V005927,P0330,6,2022-02-20,C0212
47348,V007806,P0440,10,2024-04-29,C0188
47349,V004006,P0417,5,2020-08-09,C0046
47350,V004294,P0410,3,2023-01-26,C0249
47351,V005045,P0216,6,2021-04-30,C0163
47352,V003675,P0578,5,2020-11-18,C0002
47353,V006739,P0208,8,2020-02-14,C0048
47354,V004747,P0327,4,2023-02-12,C0137
47355,V004739,P0078,5,2024-02-25,C0064
47356,V007319,P0579,3,2022-06-01,C0194
47357,V005795,P0026,3,2021-08-04,C0227
47358,V007965,P0037,7,2020-02-11,C0197
47359,V004452,P0150,4,2022-10-14,C0203
47360,V001237,P0226,6,2024-04-15,C0278
47361,V002748,P0458,1,2021-08-11,C0195
47362,V006298,P0048,9,2020-11-04,C0104
47363,V000050,P0264,9,2024-05-04,C0038
47364,V000312,P0435,2,2024-02-04,C0129
47365,V006517,P0553,8,2024-06-06,C0254
47366,V000368,P0257,10,2020-11-04,C0109
47367,V006310,P0397,1,2022-09-24,C0234
47368,V005756,P0270,4,2020-09-12,C0154
47369,V007670,P0531,5,2023-05-03,C0169
47370,V004660,P0039,4,2022-01-24,C0181
47371,V000540,P0488,3,2021-10-23,C0138
47372,V000262,P0187,6,2023-08-27,C0025
47373,V005906,P0526,4,2022-02-22,C0270
47374,V004279,P0154,5,2020-10-23,C0230
47375,V006694,P0109,4,2022-11-13,C0017
47376,V000028,P0487,5,2022-06-11,C0037
47377,V004255,P0425,2,2020-06-11,C0138
47378,V005651,P0579,6,2022-02-06,C0279
47379,V000338,P0391,2,2024-04-29,C0064
47380,V001907,P0557,7,2021-04-10,C0045
47381,V000316,P0481,4,2021-02-04,C0113
47382,V004979,P0302,5,2023-11-06,C0182
47383,V002410,P0268,8,2023-07-31,C0294
47384,V003812,P0127,3,2021-01-09,C0037
47385,V004221,P0171,8,2021-11-15,C0230
47386,V003479,P0554,5,2020-04-15,C0164
47387,V007855,P0027,7,2021-11-01,C0119
47388,V000835,P0269,7,2023-10-24,C0181
47389,V003678,P0556,3,2022-10-27,C0215
47390,V003993,P0594,2,2020-07-14,C0251
47391,V007622,P0579,1,2020-05-23,C0258
47392,V001979,P0167,3,2023-12-31,C0043
47393,V003704,P0026,2,2024-03-22,C0086
47394,V002199,P0533,6,2024-06-03,C0161
47395,V006501,P0131,2,2022-03-06,C0197
47396,V005037,P0179,10,2021-01-23,C0046
47397,V004674,P0327,3,2023-11-14,C0199
47398,V007007,P0355,5,2021-11-12,C0210
47399,V005907,P0563,5,2020-11-10,C0173
47400,V002606,P0028,7,2022-02-09,C0267
47401,V000918,P0495,6,2024-05-22,C0283
47402,V001639,P0418,5,2024-01-12,C0294
47403,V005691,P0228,10,2022-04-07,C0101
47404,V007089,P0405,2,2022-06-16,C0061
47405,V000918,P0576,4,2024-05-22,C0283
47406,V005442,P0360,2,2023-09-06,C0004
47407,V006096,P0386,7,2021-11-29,C0232
47408,V001344,P0304,4,2024-01-27,C0133
47409,V006199,P0085,10,2021-12-15,C0137
47410,V001156,P0093,6,2021-01-28,C0028
47411,V003030,P0390,7,2024-05-22,C0247
47412,V000645,P0036,10,2023-07-08,C0237
47413,V004786,P0326,6,2021-02-23,C0150
47414,V001689,P0137,7,2021-03-24,C0240
47415,V000524,P0188,6,2020-06-27,C0071
47416,V001563,P0221,9,2022-02-13,C0120
47417,V002649,P0555,5,2020-07-21,C0074
47418,V003890,P0314,9,2021-05-28,C0262
47419,V006367,P0192,7,2023-02-19,C0043
47420,V003017,P0172,4,2023-08-10,C0125
47421,V006384,P0040,10,2021-04-19,C0234
47422,V001695,P0108,7,2020-12-26,C0048
47423,V001198,P0061,6,2021-12-23,C0211
47424,V004741,P0448,7,2023-08-23,C0045
47425,V001054,P0584,5,2023-12-25,C0168
47426,V007070,P0126,6,2021-01-30,C0028
47427,V002425,P0351,4,2020-06-09,C0182
47428,V000562,P0144,8,2023-04-08,C0232
47429,V005298,P0455,10,2023-10-16,C0276
47430,V002387,P0323,10,2024-06-23,C0190
47431,V007976,P0248,5,2022-03-18,C0241
47432,V001630,P0332,7,2020-02-25,C0028
47433,V005188,P0230,6,2024-05-04,C0158
47434,V004902,P0524,1,2024-03-24,C0051
47435,V004274,P0027,4,2024-06-13,C0081
47436,V004651,P0516,4,2023-05-29,C0210
47437,V006589,P0454,2,2024-06-02,C0255
47438,V005391,P0228,6,2021-04-17,C0291
47439,V002286,P0430,5,2022-11-10,C0064
47440,V005591,P0269,4,2023-05-28,C0078
47441,V007946,P0586,5,2022-05-10,C0214
47442,V005507,P0561,3,2023-09-03,C0209
47443,V005857,P0131,1,2023-08-07,C0032
47444,V004281,P0381,10,2023-05-30,C0119
47445,V005507,P0441,9,2023-09-03,C0209
47446,V006659,P0331,8,2021-02-25,C0113
47447,V004753,P0353,3,2022-11-21,C0116
47448,V005405,P0555,9,2020-06-18,C0131
47449,V007315,P0275,7,2021-01-11,C0190
47450,V004115,P0205,5,2024-05-14,C0120
47451,V001284,P0407,9,2023-02-28,C0210
47452,V007683,P0417,4,2022-10-29,C0113
47453,V002600,P0440,1,2022-01-17,C0194
47454,V007086,P0367,8,2022-10-04,C0240
47455,V007020,P0009,6,2023-11-10,C0155
47456,V005186,P0401,7,2023-04-30,C0001
47457,V001615,P0108,6,2020-07-23,C0255
47458,V000161,P0090,4,2020-12-20,C0076
47459,V007447,P0113,9,2021-10-26,C0299
47460,V007378,P0558,3,2024-03-15,C0150
47461,V007231,P0532,5,2022-07-01,C0027
47462,V007507,P0216,7,2021-08-08,C0011
47463,V007502,P0135,8,2021-07-30,C0150
47464,V001583,P0574,1,2023-09-25,C0275
47465,V007225,P0539,9,2020-03-11,C0051
47466,V007192,P0123,7,2024-06-02,C0144
47467,V006868,P0341,7,2021-01-24,C0148
47468,V006466,P0383,2,2023-09-11,C0053
47469,V000496,P0369,3,2021-09-20,C0145
47470,V006222,P0056,4,2023-04-15,C0249
47471,V004124,P0121,1,2021-10-25,C0223
47472,V004480,P0022,5,2023-12-24,C0187
47473,V000994,P0510,10,2022-10-20,C0002
47474,V007000,P0210,6,2023-12-31,C0022
47475,V005841,P0545,1,2021-11-30,C0299
47476,V006126,P0558,8,2022-03-23,C0265
47477,V002398,P0525,3,2021-03-30,C0241
47478,V000930,P0355,2,2024-04-04,C0099
47479,V000282,P0332,7,2023-08-17,C0143
47480,V007883,P0501,6,2022-04-12,C0064
47481,V007244,P0537,2,2023-08-06,C0140
47482,V007126,P0565,6,2023-07-27,C0286
47483,V005484,P0316,2,2021-09-23,C0267
47484,V003941,P0427,5,2023-03-06,C0072
47485,V007990,P0536,1,2020-09-30,C0124
47486,V007443,P0324,4,2020-03-06,C0264
47487,V006300,P0192,5,2022-07-18,C0069
47488,V007979,P0302,5,2023-05-23,C0036
47489,V000426,P0046,3,2024-04-06,C0156
47490,V006945,P0221,6,2024-04-24,C0138
47491,V002897,P0229,4,2024-02-11,C0192
47492,V003103,P0325,6,2020-05-08,C0060
47493,V005269,P0158,4,2024-05-09,C0164
47494,V003904,P0560,6,2020-11-30,C0119
47495,V001962,P0166,4,2023-05-10,C0075
47496,V003536,P0035,4,2022-06-25,C0227
47497,V002428,P0425,4,2020-08-13,C0072
47498,V003754,P0334,5,2021-12-27,C0043
47499,V003734,P0390,4,2020-11-02,C0101
47500,V006117,P0158,4,2020-06-26,C0261
47501,V007720,P0350,9,2020-10-15,C0027
47502,V003789,P0099,4,2021-11-01,C0183
47503,V001138,P0214,4,2020-10-19,C0048
47504,V006194,P0286,6,2023-06-18,C0129
47505,V007142,P0211,9,2020-11-25,C0299
47506,V001478,P0274,6,2020-07-20,C0035
47507,V005885,P0505,1,2022-09-23,C0251
47508,V002057,P0247,9,2020-05-21,C0160
47509,V002744,P0294,6,2020-08-11,C0190
47510,V006577,P0497,10,2021-09-23,C0209
47511,V000269,P0035,1,2023-03-05,C0061
47512,V001990,P0488,6,2024-01-24,C0182
47513,V004098,P0025,7,2021-12-10,C0026
47514,V005869,P0199,1,2020-11-12,C0200
47515,V003822,P0276,3,2020-12-24,C0241
47516,V005370,P0395,1,2021-06-24,C0264
47517,V006483,P0016,9,2021-05-06,C0125
47518,V005436,P0015,4,2023-02-06,C0065
47519,V003612,P0587,7,2024-03-08,C0004
47520,V004231,P0351,3,2023-11-21,C0206
47521,V005076,P0209,7,2021-06-13,C0277
47522,V007660,P0385,9,2020-04-02,C0250
47523,V007854,P0565,3,2020-06-27,C0088
47524,V004904,P0425,7,2020-11-08,C0264
47525,V007318,P0238,6,2021-01-21,C0129
47526,V006758,P0506,5,2020-10-17,C0198
47527,V003269,P0292,2,2024-04-14,C0246
47528,V007997,P0126,5,2023-12-02,C0160
47529,V000263,P0297,8,2020-09-23,C0082
47530,V005934,P0274,3,2023-11-06,C0276
47531,V005477,P0119,5,2020-04-06,C0206
47532,V004490,P0492,9,2022-08-06,C0237
47533,V000231,P0400,5,2022-08-23,C0162
47534,V001962,P0022,6,2023-05-10,C0075
47535,V007199,P0360,4,2021-11-07,C0144
47536,V003445,P0407,3,2024-02-23,C0261
47537,V007868,P0150,3,2023-12-13,C0220
47538,V000538,P0211,1,2023-05-25,C0182
47539,V002856,P0089,6,2022-11-13,C0300
47540,V003262,P0092,8,2023-03-04,C0082
47541,V004965,P0163,3,2020-04-26,C0162
47542,V006287,P0151,3,2020-11-24,C0152
47543,V005536,P0468,2,2023-10-01,C0264
47544,V005066,P0197,7,2021-04-25,C0048
47545,V002896,P0071,4,2022-05-26,C0249
47546,V005935,P0111,6,2023-12-01,C0030
47547,V003957,P0378,4,2022-09-17,C0033
47548,V002374,P0448,1,2022-03-07,C0222
47549,V002210,P0389,3,2024-02-07,C0187
47550,V000519,P0108,4,2023-01-14,C0002
47551,V002863,P0545,2,2020-01-25,C0123
47552,V004302,P0427,10,2021-10-06,C0165
47553,V007885,P0301,3,2022-07-06,C0223
47554,V001926,P0439,3,2021-07-07,C0270
47555,V002573,P0388,10,2024-06-09,C0007
47556,V006865,P0331,4,2021-02-22,C0071
47557,V005386,P0099,7,2023-08-21,C0282
47558,V000273,P0481,2,2021-08-27,C0078
47559,V000512,P0251,7,2023-08-25,C0084
47560,V000963,P0227,5,2022-01-09,C0015
47561,V006139,P0068,9,2021-03-29,C0132
47562,V002205,P0386,5,2023-09-14,C0247
47563,V005007,P0452,1,2020-05-18,C0161
47564,V001589,P0395,7,2023-01-12,C0153
47565,V000200,P0437,1,2021-11-17,C0156
47566,V003688,P0127,10,2020-03-04,C0073
47567,V007668,P0557,1,2021-10-08,C0090
47568,V007488,P0246,4,2020-03-24,C0183
47569,V006665,P0538,3,2023-03-19,C0192
47570,V002995,P0263,2,2021-06-17,C0194
47571,V002451,P0497,7,2022-03-18,C0244
47572,V003384,P0066,8,2023-12-06,C0093
47573,V006307,P0142,2,2023-10-12,C0120
47574,V002263,P0579,3,2020-11-20,C0088
47575,V007984,P0103,2,2021-03-29,C0112
47576,V006519,P0137,7,2022-08-16,C0275
47577,V001554,P0429,8,2020-05-08,C0164
47578,V001008,P0270,6,2021-07-05,C0190
47579,V007590,P0577,10,2020-06-08,C0183
47580,V002739,P0211,1,2021-07-06,C0140
47581,V003640,P0304,7,2021-03-29,C0278
47582,V001789,P0157,1,2020-10-24,C0132
47583,V006265,P0461,5,2022-06-20,C0246
47584,V001768,P0269,9,2023-07-25,C0285
47585,V002227,P0555,7,2023-07-05,C0057
47586,V006271,P0162,6,2020-10-22,C0155
47587,V006480,P0104,10,2021-03-18,C0200
47588,V007698,P0342,7,2022-10-01,C0245
47589,V002815,P0446,4,2024-05-21,C0165
47590,V006457,P0203,10,2023-10-07,C0285
47591,V003572,P0137,4,2022-07-12,C0096
47592,V005695,P0019,7,2022-07-15,C0015
47593,V003419,P0028,5,2024-03-10,C0224
47594,V000269,P0264,3,2023-03-05,C0061
47595,V007535,P0333,9,2020-12-13,C0270
47596,V006316,P0172,10,2021-12-31,C0065
47597,V000559,P0447,6,2020-08-15,C0224
47598,V002453,P0434,10,2021-08-30,C0197
47599,V006179,P0583,9,2020-03-07,C0269
47600,V005458,P0028,9,2023-01-09,C0116
47601,V000233,P0551,2,2024-01-09,C0027
47602,V002366,P0324,6,2020-10-16,C0005
47603,V003456,P0375,7,2024-03-22,C0126
47604,V005302,P0551,9,2020-04-23,C0009
47605,V002889,P0426,7,2022-12-09,C0247
47606,V006764,P0064,4,2023-11-30,C0285
47607,V007460,P0344,1,2020-01-10,C0049
47608,V006424,P0275,6,2021-03-30,C0034
47609,V003571,P0180,2,2024-01-17,C0229
47610,V004380,P0185,8,2020-03-29,C0244
47611,V001573,P0347,9,2022-04-12,C0285
47612,V006322,P0393,1,2021-08-05,C0275
47613,V005996,P0083,5,2024-04-10,C0059
47614,V000370,P0187,5,2024-01-02,C0221
47615,V005952,P0486,4,2022-01-12,C0228
47616,V000090,P0590,10,2022-07-18,C0003
47617,V002186,P0304,10,2023-01-19,C0106
47618,V002298,P0003,6,2021-02-09,C0156
47619,V004420,P0062,3,2022-10-02,C0187
47620,V005361,P0289,2,2022-03-31,C0158
47621,V001134,P0057,5,2023-08-12,C0147
47622,V004774,P0507,2,2021-05-14,C0039
47623,V003061,P0003,5,2022-08-26,C0140
47624,V004122,P0406,1,2023-10-05,C0232
47625,V002451,P0102,3,2022-03-18,C0244
47626,V005249,P0161,8,2020-01-30,C0113
47627,V003562,P0421,10,2023-09-17,C0074
47628,V002975,P0183,4,2023-08-06,C0047
47629,V000043,P0167,7,2022-02-23,C0049
47630,V003162,P0289,9,2022-12-10,C0070
47631,V003495,P0435,2,2020-10-07,C0045
47632,V002552,P0403,3,2021-05-08,C0234
47633,V004624,P0128,6,2020-02-02,C0078
47634,V001464,P0510,1,2024-03-19,C0131
47635,V005413,P0498,2,2022-02-17,C0147
47636,V006151,P0009,1,2022-10-05,C0101
47637,V007960,P0597,1,2021-02-17,C0228
47638,V004212,P0419,10,2023-06-09,C0099
47639,V006428,P0081,3,2023-07-03,C0131
47640,V001217,P0233,4,2023-11-14,C0050
47641,V007406,P0331,8,2023-05-08,C0025
47642,V004389,P0170,8,2024-01-06,C0145
47643,V004531,P0295,8,2023-07-15,C0227
47644,V006208,P0006,4,2022-11-16,C0241
47645,V006810,P0139,8,2020-06-05,C0043
47646,V006438,P0306,3,2020-05-17,C0205
47647,V005307,P0104,5,2020-11-20,C0054
47648,V007245,P0390,1,2020-10-01,C0071
47649,V003654,P0419,3,2023-05-29,C0262
47650,V004261,P0099,1,2020-09-03,C0281
47651,V002847,P0324,2,2020-07-23,C0122
47652,V000770,P0108,5,2022-01-21,C0169
47653,V007127,P0373,5,2022-10-10,C0168
47654,V001869,P0331,2,2024-04-09,C0152
47655,V005949,P0142,5,2020-10-25,C0255
47656,V007723,P0251,10,2020-04-24,C0300
47657,V005627,P0138,4,2021-07-17,C0092
47658,V002931,P0144,5,2020-08-26,C0217
47659,V001541,P0233,2,2024-04-24,C0228
47660,V006150,P0340,4,2022-07-12,C0035
47661,V001160,P0126,5,2024-02-16,C0125
47662,V004192,P0386,8,2020-09-13,C0032
47663,V003480,P0163,3,2023-03-15,C0173
47664,V005881,P0059,4,2024-06-23,C0230
47665,V007686,P0098,4,2020-07-21,C0082
47666,V006537,P0071,2,2023-11-18,C0222
47667,V000483,P0236,9,2021-07-31,C0148
47668,V001689,P0522,6,2021-03-24,C0240
47669,V003044,P0348,9,2020-10-31,C0185
47670,V003076,P0372,9,2023-08-22,C0090
47671,V000690,P0441,10,2022-01-06,C0249
47672,V004046,P0429,6,2024-04-11,C0047
47673,V006742,P0160,10,2020-06-13,C0294
47674,V001486,P0166,6,2022-08-08,C0222
47675,V001740,P0116,9,2022-10-25,C0195
47676,V000037,P0406,1,2020-06-10,C0126
47677,V002304,P0043,4,2022-05-29,C0250
47678,V004155,P0162,7,2021-10-03,C0285
47679,V005647,P0200,6,2020-05-02,C0283
47680,V005835,P0382,7,2023-03-21,C0092
47681,V003614,P0299,7,2020-04-29,C0214
47682,V006055,P0450,4,2022-11-01,C0075
47683,V003624,P0334,3,2023-06-03,C0033
47684,V005323,P0598,8,2024-05-14,C0228
47685,V005097,P0450,9,2024-05-21,C0261
47686,V005410,P0228,9,2020-08-04,C0035
47687,V004186,P0216,2,2022-04-20,C0145
47688,V004656,P0090,4,2020-12-04,C0002
47689,V006267,P0263,9,2024-05-23,C0140
47690,V006593,P0245,1,2022-08-06,C0218
47691,V006659,P0184,5,2021-02-25,C0113
47692,V001448,P0196,3,2024-01-06,C0295
47693,V007358,P0574,4,2023-06-08,C0263
47694,V001674,P0358,4,2021-09-04,C0154
47695,V001780,P0255,7,2024-03-16,C0206
47696,V006482,P0382,6,2021-09-27,C0158
47697,V007231,P0026,3,2022-07-01,C0027
47698,V007172,P0037,5,2023-05-18,C0057
47699,V007301,P0551,4,2020-03-20,C0133
47700,V002286,P0552,6,2022-11-10,C0064
47701,V007595,P0024,8,2020-09-01,C0163
47702,V006868,P0587,1,2021-01-24,C0148
47703,V005289,P0023,10,2022-03-18,C0005
47704,V004540,P0288,2,2024-07-06,C0214
47705,V003620,P0378,10,2020-03-01,C0153
47706,V003334,P0342,8,2023-08-27,C0299
47707,V007471,P0020,10,2021-12-09,C0114
47708,V003184,P0432,5,2021-03-05,C0075
47709,V000920,P0341,1,2021-11-27,C0185
47710,V003194,P0181,1,2021-04-02,C0046
47711,V005231,P0516,2,2022-02-05,C0041
47712,V005867,P0504,2,2022-07-03,C0187
47713,V003876,P0244,2,2023-12-23,C0045
47714,V001213,P0238,4,2020-04-07,C0253
47715,V007666,P0395,2,2022-08-26,C0123
47716,V000628,P0257,5,2022-06-19,C0240
47717,V000818,P0202,7,2020-02-17,C0211
47718,V004603,P0486,7,2022-12-31,C0069
47719,V000742,P0078,5,2021-10-29,C0194
47720,V002223,P0306,5,2023-09-06,C0061
47721,V006553,P0521,8,2020-07-09,C0047
47722,V001316,P0478,8,2020-06-29,C0253
47723,V003458,P0565,9,2024-03-31,C0033
47724,V004666,P0537,10,2020-09-02,C0232
47725,V001235,P0169,2,2024-05-10,C0271
47726,V004083,P0315,2,2020-07-08,C0032
47727,V007016,P0101,3,2024-04-20,C0277
47728,V007014,P0100,7,2022-03-07,C0234
47729,V001024,P0425,4,2022-02-25,C0082
47730,V007827,P0096,1,2020-08-20,C0152
47731,V005432,P0505,4,2022-04-27,C0031
47732,V004873,P0449,8,2023-05-18,C0061
47733,V005879,P0533,10,2023-10-16,C0150
47734,V002512,P0554,6,2022-12-24,C0249
47735,V006356,P0221,8,2021-09-10,C0078
47736,V000753,P0382,9,2021-09-12,C0001
47737,V004763,P0360,10,2022-11-24,C0122
47738,V004663,P0249,6,2022-03-08,C0269
47739,V002020,P0126,8,2023-09-07,C0156
47740,V002707,P0474,9,2022-10-06,C0234
47741,V006049,P0133,4,2022-03-18,C0200
47742,V002655,P0332,8,2022-07-15,C0093
47743,V007050,P0375,6,2022-01-12,C0043
47744,V005633,P0153,1,2021-03-19,C0145
47745,V001116,P0505,2,2023-08-05,C0260
47746,V007043,P0115,9,2024-05-23,C0132
47747,V005386,P0498,5,2023-08-21,C0282
47748,V002540,P0425,3,2020-11-06,C0251
47749,V005618,P0463,9,2022-02-26,C0109
47750,V007253,P0392,4,2024-02-28,C0140
47751,V001565,P0192,3,2020-05-15,C0154
47752,V007016,P0395,9,2024-04-20,C0277
47753,V000298,P0282,2,2024-04-21,C0269
47754,V003040,P0397,10,2024-01-16,C0165
47755,V003961,P0142,8,2020-10-05,C0145
47756,V005027,P0258,8,2020-06-17,C0248
47757,V003510,P0071,6,2020-04-30,C0209
47758,V004266,P0065,7,2020-04-07,C0269
47759,V006439,P0180,7,2023-11-12,C0129
47760,V006610,P0044,9,2022-04-20,C0116
47761,V006830,P0281,5,2022-06-11,C0237
47762,V001063,P0496,6,2023-08-06,C0234
47763,V006339,P0320,3,2021-03-14,C0131
47764,V007725,P0258,8,2020-05-10,C0043
47765,V003881,P0174,8,2021-03-08,C0044
47766,V005319,P0421,8,2020-11-15,C0002
47767,V007632,P0433,6,2020-09-19,C0060
47768,V000322,P0198,5,2020-10-08,C0214
47769,V007558,P0233,3,2021-03-30,C0278
47770,V001844,P0119,8,2020-03-07,C0262
47771,V007030,P0300,7,2023-05-25,C0243
47772,V004964,P0307,10,2022-04-03,C0048
47773,V001014,P0405,2,2020-09-15,C0026
47774,V005398,P0215,2,2020-02-17,C0264
47775,V003401,P0018,4,2021-12-01,C0037
47776,V000939,P0375,1,2020-05-09,C0044
47777,V003335,P0458,3,2020-01-11,C0145
47778,V003013,P0214,7,2023-10-19,C0228
47779,V004075,P0168,4,2023-04-15,C0294
47780,V006570,P0109,1,2020-03-11,C0220
47781,V007373,P0501,6,2023-08-17,C0143
47782,V006276,P0046,3,2021-04-10,C0163
47783,V002647,P0104,3,2021-12-28,C0112
47784,V000588,P0044,8,2024-07-08,C0122
47785,V007361,P0355,2,2021-05-23,C0046
47786,V004876,P0485,7,2022-10-31,C0139
47787,V000387,P0027,4,2022-11-15,C0053
47788,V001404,P0554,3,2020-10-07,C0069
47789,V000577,P0336,3,2023-11-15,C0194
47790,V001539,P0486,9,2024-04-30,C0046
47791,V002050,P0386,3,2023-12-31,C0245
47792,V002244,P0111,10,2022-05-22,C0227
47793,V003067,P0342,4,2021-11-01,C0159
47794,V001938,P0563,5,2020-12-27,C0011
47795,V000715,P0043,1,2020-10-10,C0034
47796,V005439,P0089,7,2024-02-03,C0134
47797,V006470,P0381,5,2020-07-20,C0169
47798,V000857,P0497,9,2020-02-15,C0295
47799,V003974,P0429,5,2024-03-20,C0027
47800,V000459,P0302,8,2021-12-18,C0168
47801,V007877,P0174,4,2022-05-28,C0009
47802,V004875,P0359,7,2022-07-02,C0215
47803,V005748,P0477,4,2021-09-28,C0282
47804,V005781,P0415,5,2023-04-23,C0295
47805,V002898,P0588,10,2021-11-18,C0048
47806,V004074,P0557,4,2022-10-17,C0133
47807,V000514,P0580,2,2024-03-18,C0007
47808,V000249,P0121,5,2023-12-08,C0059
47809,V001859,P0434,6,2022-02-16,C0109
47810,V003191,P0166,2,2024-06-19,C0065
47811,V000072,P0214,8,2024-07-08,C0067
47812,V004693,P0037,10,2022-04-15,C0255
